country,year,region,income,death
Afghanistan,2008,South Asia,Low income,9.386
Afghanistan,2009,South Asia,Low income,9.023
Afghanistan,2010,South Asia,Low income,8.684
Afghanistan,2011,South Asia,Low income,8.375
Afghanistan,2012,South Asia,Low income,8.095
Afghanistan,2013,South Asia,Low income,7.845
Albania,1960,Europe & Central Asia,Upper middle income,11.377
Albania,1961,Europe & Central Asia,Upper middle income,10.744
Albania,1962,Europe & Central Asia,Upper middle income,10.169
Albania,1963,Europe & Central Asia,Upper middle income,9.677
Albania,1964,Europe & Central Asia,Upper middle income,9.277
Albania,1965,Europe & Central Asia,Upper middle income,8.966
Albania,1966,Europe & Central Asia,Upper middle income,8.73
Albania,1967,Europe & Central Asia,Upper middle income,8.538
Albania,1968,Europe & Central Asia,Upper middle income,8.361
Albania,1969,Europe & Central Asia,Upper middle income,8.185
Albania,1970,Europe & Central Asia,Upper middle income,8
Albania,1971,Europe & Central Asia,Upper middle income,7.798
Albania,1972,Europe & Central Asia,Upper middle income,7.586
Albania,1973,Europe & Central Asia,Upper middle income,7.369
Albania,1974,Europe & Central Asia,Upper middle income,7.15
Albania,1975,Europe & Central Asia,Upper middle income,6.935
Albania,1976,Europe & Central Asia,Upper middle income,6.733
Albania,1977,Europe & Central Asia,Upper middle income,6.551
Albania,1978,Europe & Central Asia,Upper middle income,6.393
Albania,1979,Europe & Central Asia,Upper middle income,6.261
Albania,1980,Europe & Central Asia,Upper middle income,6.147
Albania,1981,Europe & Central Asia,Upper middle income,6.042
Albania,1982,Europe & Central Asia,Upper middle income,5.939
Albania,1983,Europe & Central Asia,Upper middle income,5.832
Albania,1984,Europe & Central Asia,Upper middle income,5.727
Albania,1985,Europe & Central Asia,Upper middle income,5.633
Albania,1986,Europe & Central Asia,Upper middle income,5.567
Albania,1987,Europe & Central Asia,Upper middle income,5.54
Albania,1988,Europe & Central Asia,Upper middle income,5.558
Albania,1989,Europe & Central Asia,Upper middle income,5.616
Albania,1990,Europe & Central Asia,Upper middle income,5.705
Albania,1991,Europe & Central Asia,Upper middle income,5.808
Albania,1992,Europe & Central Asia,Upper middle income,5.906
Albania,1993,Europe & Central Asia,Upper middle income,5.984
Albania,1994,Europe & Central Asia,Upper middle income,6.034
Albania,1995,Europe & Central Asia,Upper middle income,6.047
Albania,1996,Europe & Central Asia,Upper middle income,6.02
Albania,1997,Europe & Central Asia,Upper middle income,5.962
Albania,1998,Europe & Central Asia,Upper middle income,5.886
Albania,1999,Europe & Central Asia,Upper middle income,5.802
Albania,2000,Europe & Central Asia,Upper middle income,5.727
Albania,2001,Europe & Central Asia,Upper middle income,5.677
Albania,2002,Europe & Central Asia,Upper middle income,5.663
Albania,2003,Europe & Central Asia,Upper middle income,5.691
Albania,2004,Europe & Central Asia,Upper middle income,5.763
Albania,2005,Europe & Central Asia,Upper middle income,5.873
Albania,2006,Europe & Central Asia,Upper middle income,6.013
Albania,2007,Europe & Central Asia,Upper middle income,6.167
Albania,2008,Europe & Central Asia,Upper middle income,6.321
Albania,2009,Europe & Central Asia,Upper middle income,6.466
Albania,2010,Europe & Central Asia,Upper middle income,6.596
Albania,2011,Europe & Central Asia,Upper middle income,6.71
Albania,2012,Europe & Central Asia,Upper middle income,6.812
Albania,2013,Europe & Central Asia,Upper middle income,6.905
Algeria,1960,Middle East & North Africa,Upper middle income,20.482
Algeria,1961,Middle East & North Africa,Upper middle income,20.029
Algeria,1962,Middle East & North Africa,Upper middle income,19.578
Algeria,1963,Middle East & North Africa,Upper middle income,19.133
Algeria,1964,Middle East & North Africa,Upper middle income,18.698
Algeria,1965,Middle East & North Africa,Upper middle income,18.283
Algeria,1966,Middle East & North Africa,Upper middle income,17.896
Algeria,1967,Middle East & North Africa,Upper middle income,17.538
Algeria,1968,Middle East & North Africa,Upper middle income,17.205
Algeria,1969,Middle East & North Africa,Upper middle income,16.891
Algeria,1970,Middle East & North Africa,Upper middle income,16.586
Algeria,1971,Middle East & North Africa,Upper middle income,16.281
Algeria,1972,Middle East & North Africa,Upper middle income,15.963
Algeria,1973,Middle East & North Africa,Upper middle income,15.615
Algeria,1974,Middle East & North Africa,Upper middle income,15.222
Algeria,1975,Middle East & North Africa,Upper middle income,14.764
Algeria,1976,Middle East & North Africa,Upper middle income,14.218
Algeria,1977,Middle East & North Africa,Upper middle income,13.584
Algeria,1978,Middle East & North Africa,Upper middle income,12.873
Algeria,1979,Middle East & North Africa,Upper middle income,12.102
Algeria,1980,Middle East & North Africa,Upper middle income,11.294
Algeria,1981,Middle East & North Africa,Upper middle income,10.479
Algeria,1982,Middle East & North Africa,Upper middle income,9.692
Algeria,1983,Middle East & North Africa,Upper middle income,8.96
Algeria,1984,Middle East & North Africa,Upper middle income,8.305
Algeria,1985,Middle East & North Africa,Upper middle income,7.744
Algeria,1986,Middle East & North Africa,Upper middle income,7.282
Algeria,1987,Middle East & North Africa,Upper middle income,6.906
Algeria,1988,Middle East & North Africa,Upper middle income,6.598
Algeria,1989,Middle East & North Africa,Upper middle income,6.351
Algeria,1990,Middle East & North Africa,Upper middle income,6.154
Algeria,1991,Middle East & North Africa,Upper middle income,5.994
Algeria,1992,Middle East & North Africa,Upper middle income,5.86
Algeria,1993,Middle East & North Africa,Upper middle income,5.741
Algeria,1994,Middle East & North Africa,Upper middle income,5.631
Algeria,1995,Middle East & North Africa,Upper middle income,5.528
Algeria,1996,Middle East & North Africa,Upper middle income,5.434
Algeria,1997,Middle East & North Africa,Upper middle income,5.357
Algeria,1998,Middle East & North Africa,Upper middle income,5.3
Algeria,1999,Middle East & North Africa,Upper middle income,5.265
Algeria,2000,Middle East & North Africa,Upper middle income,5.252
Algeria,2001,Middle East & North Africa,Upper middle income,5.26
Algeria,2002,Middle East & North Africa,Upper middle income,5.288
Algeria,2003,Middle East & North Africa,Upper middle income,5.33
Algeria,2004,Middle East & North Africa,Upper middle income,5.384
Algeria,2005,Middle East & North Africa,Upper middle income,5.447
Algeria,2006,Middle East & North Africa,Upper middle income,5.517
Algeria,2007,Middle East & North Africa,Upper middle income,5.591
Algeria,2008,Middle East & North Africa,Upper middle income,5.666
Algeria,2009,Middle East & North Africa,Upper middle income,5.738
Algeria,2010,Middle East & North Africa,Upper middle income,5.802
Algeria,2011,Middle East & North Africa,Upper middle income,5.855
Algeria,2012,Middle East & North Africa,Upper middle income,5.895
Algeria,2013,Middle East & North Africa,Upper middle income,5.922
Angola,1960,Sub-Saharan Africa,Upper middle income,32.309
Angola,1961,Sub-Saharan Africa,Upper middle income,31.832
Angola,1962,Sub-Saharan Africa,Upper middle income,31.351
Angola,1963,Sub-Saharan Africa,Upper middle income,30.866
Angola,1964,Sub-Saharan Africa,Upper middle income,30.379
Angola,1965,Sub-Saharan Africa,Upper middle income,29.889
Angola,1966,Sub-Saharan Africa,Upper middle income,29.395
Angola,1967,Sub-Saharan Africa,Upper middle income,28.9
Angola,1968,Sub-Saharan Africa,Upper middle income,28.408
Angola,1969,Sub-Saharan Africa,Upper middle income,27.923
Angola,1970,Sub-Saharan Africa,Upper middle income,27.448
Angola,1971,Sub-Saharan Africa,Upper middle income,26.988
Angola,1972,Sub-Saharan Africa,Upper middle income,26.546
Angola,1973,Sub-Saharan Africa,Upper middle income,26.128
Angola,1974,Sub-Saharan Africa,Upper middle income,25.741
Angola,1975,Sub-Saharan Africa,Upper middle income,25.394
Angola,1976,Sub-Saharan Africa,Upper middle income,25.097
Angola,1977,Sub-Saharan Africa,Upper middle income,24.852
Angola,1978,Sub-Saharan Africa,Upper middle income,24.656
Angola,1979,Sub-Saharan Africa,Upper middle income,24.503
Angola,1980,Sub-Saharan Africa,Upper middle income,24.385
Angola,1981,Sub-Saharan Africa,Upper middle income,24.287
Angola,1982,Sub-Saharan Africa,Upper middle income,24.197
Angola,1983,Sub-Saharan Africa,Upper middle income,24.104
Angola,1984,Sub-Saharan Africa,Upper middle income,24.001
Angola,1985,Sub-Saharan Africa,Upper middle income,23.892
Angola,1986,Sub-Saharan Africa,Upper middle income,23.787
Angola,1987,Sub-Saharan Africa,Upper middle income,23.693
Angola,1988,Sub-Saharan Africa,Upper middle income,23.611
Angola,1989,Sub-Saharan Africa,Upper middle income,23.532
Angola,1990,Sub-Saharan Africa,Upper middle income,23.443
Angola,1991,Sub-Saharan Africa,Upper middle income,23.329
Angola,1992,Sub-Saharan Africa,Upper middle income,23.172
Angola,1993,Sub-Saharan Africa,Upper middle income,22.958
Angola,1994,Sub-Saharan Africa,Upper middle income,22.678
Angola,1995,Sub-Saharan Africa,Upper middle income,22.316
Angola,1996,Sub-Saharan Africa,Upper middle income,21.863
Angola,1997,Sub-Saharan Africa,Upper middle income,21.326
Angola,1998,Sub-Saharan Africa,Upper middle income,20.725
Angola,1999,Sub-Saharan Africa,Upper middle income,20.076
Angola,2000,Sub-Saharan Africa,Upper middle income,19.408
Angola,2001,Sub-Saharan Africa,Upper middle income,18.753
Angola,2002,Sub-Saharan Africa,Upper middle income,18.135
Angola,2003,Sub-Saharan Africa,Upper middle income,17.571
Angola,2004,Sub-Saharan Africa,Upper middle income,17.073
Angola,2005,Sub-Saharan Africa,Upper middle income,16.638
Angola,2006,Sub-Saharan Africa,Upper middle income,16.257
Angola,2007,Sub-Saharan Africa,Upper middle income,15.906
Angola,2008,Sub-Saharan Africa,Upper middle income,15.565
Angola,2009,Sub-Saharan Africa,Upper middle income,15.227
Angola,2010,Sub-Saharan Africa,Upper middle income,14.887
Angola,2011,Sub-Saharan Africa,Upper middle income,14.547
Angola,2012,Sub-Saharan Africa,Upper middle income,14.212
Angola,2013,Sub-Saharan Africa,Upper middle income,13.887
Antigua and Barbuda,1960,Latin America & Caribbean,High income: nonOECD,9.098
Antigua and Barbuda,1961,Latin America & Caribbean,High income: nonOECD,8.944
Antigua and Barbuda,1962,Latin America & Caribbean,High income: nonOECD,8.784
Antigua and Barbuda,1963,Latin America & Caribbean,High income: nonOECD,8.616
Antigua and Barbuda,1964,Latin America & Caribbean,High income: nonOECD,8.437
Antigua and Barbuda,1965,Latin America & Caribbean,High income: nonOECD,8.248
Antigua and Barbuda,1966,Latin America & Caribbean,High income: nonOECD,8.05
Antigua and Barbuda,1967,Latin America & Caribbean,High income: nonOECD,7.847
Antigua and Barbuda,1968,Latin America & Caribbean,High income: nonOECD,7.647
Antigua and Barbuda,1969,Latin America & Caribbean,High income: nonOECD,7.451
Antigua and Barbuda,1970,Latin America & Caribbean,High income: nonOECD,7.263
Antigua and Barbuda,1971,Latin America & Caribbean,High income: nonOECD,7.084
Antigua and Barbuda,1972,Latin America & Caribbean,High income: nonOECD,6.915
Antigua and Barbuda,1973,Latin America & Caribbean,High income: nonOECD,6.76
Antigua and Barbuda,1974,Latin America & Caribbean,High income: nonOECD,6.622
Antigua and Barbuda,1975,Latin America & Caribbean,High income: nonOECD,6.507
Antigua and Barbuda,1976,Latin America & Caribbean,High income: nonOECD,6.422
Antigua and Barbuda,1977,Latin America & Caribbean,High income: nonOECD,6.368
Antigua and Barbuda,1978,Latin America & Caribbean,High income: nonOECD,6.346
Antigua and Barbuda,1979,Latin America & Caribbean,High income: nonOECD,6.352
Antigua and Barbuda,1980,Latin America & Caribbean,High income: nonOECD,6.385
Antigua and Barbuda,1981,Latin America & Caribbean,High income: nonOECD,6.438
Antigua and Barbuda,1982,Latin America & Caribbean,High income: nonOECD,6.505
Antigua and Barbuda,1983,Latin America & Caribbean,High income: nonOECD,6.579
Antigua and Barbuda,1984,Latin America & Caribbean,High income: nonOECD,6.655
Antigua and Barbuda,1985,Latin America & Caribbean,High income: nonOECD,6.732
Antigua and Barbuda,1986,Latin America & Caribbean,High income: nonOECD,6.811
Antigua and Barbuda,1987,Latin America & Caribbean,High income: nonOECD,6.893
Antigua and Barbuda,1988,Latin America & Caribbean,High income: nonOECD,6.978
Antigua and Barbuda,1989,Latin America & Caribbean,High income: nonOECD,7.061
Antigua and Barbuda,1990,Latin America & Caribbean,High income: nonOECD,7.137
Antigua and Barbuda,1991,Latin America & Caribbean,High income: nonOECD,7.199
Antigua and Barbuda,1992,Latin America & Caribbean,High income: nonOECD,7.243
Antigua and Barbuda,1993,Latin America & Caribbean,High income: nonOECD,7.265
Antigua and Barbuda,1994,Latin America & Caribbean,High income: nonOECD,7.264
Antigua and Barbuda,1995,Latin America & Caribbean,High income: nonOECD,7.237
Antigua and Barbuda,1996,Latin America & Caribbean,High income: nonOECD,7.183
Antigua and Barbuda,1997,Latin America & Caribbean,High income: nonOECD,7.108
Antigua and Barbuda,1998,Latin America & Caribbean,High income: nonOECD,7.018
Antigua and Barbuda,1999,Latin America & Caribbean,High income: nonOECD,6.919
Antigua and Barbuda,2000,Latin America & Caribbean,High income: nonOECD,6.817
Antigua and Barbuda,2001,Latin America & Caribbean,High income: nonOECD,6.721
Antigua and Barbuda,2002,Latin America & Caribbean,High income: nonOECD,6.636
Antigua and Barbuda,2003,Latin America & Caribbean,High income: nonOECD,6.564
Antigua and Barbuda,2004,Latin America & Caribbean,High income: nonOECD,6.506
Antigua and Barbuda,2005,Latin America & Caribbean,High income: nonOECD,6.462
Antigua and Barbuda,2006,Latin America & Caribbean,High income: nonOECD,6.425
Antigua and Barbuda,2007,Latin America & Caribbean,High income: nonOECD,6.391
Antigua and Barbuda,2008,Latin America & Caribbean,High income: nonOECD,6.353
Antigua and Barbuda,2009,Latin America & Caribbean,High income: nonOECD,6.311
Antigua and Barbuda,2010,Latin America & Caribbean,High income: nonOECD,6.266
Antigua and Barbuda,2011,Latin America & Caribbean,High income: nonOECD,6.218
Antigua and Barbuda,2012,Latin America & Caribbean,High income: nonOECD,6.173
Antigua and Barbuda,2013,Latin America & Caribbean,High income: nonOECD,6.134
Argentina,1960,Latin America & Caribbean,Upper middle income,8.642
Argentina,1961,Latin America & Caribbean,Upper middle income,8.693
Argentina,1962,Latin America & Caribbean,Upper middle income,8.756
Argentina,1963,Latin America & Caribbean,Upper middle income,8.824
Argentina,1964,Latin America & Caribbean,Upper middle income,8.89
Argentina,1965,Latin America & Caribbean,Upper middle income,8.949
Argentina,1966,Latin America & Caribbean,Upper middle income,8.994
Argentina,1967,Latin America & Caribbean,Upper middle income,9.025
Argentina,1968,Latin America & Caribbean,Upper middle income,9.042
Argentina,1969,Latin America & Caribbean,Upper middle income,9.045
Argentina,1970,Latin America & Caribbean,Upper middle income,9.036
Argentina,1971,Latin America & Caribbean,Upper middle income,9.021
Argentina,1972,Latin America & Caribbean,Upper middle income,9.005
Argentina,1973,Latin America & Caribbean,Upper middle income,8.989
Argentina,1974,Latin America & Caribbean,Upper middle income,8.974
Argentina,1975,Latin America & Caribbean,Upper middle income,8.956
Argentina,1976,Latin America & Caribbean,Upper middle income,8.929
Argentina,1977,Latin America & Caribbean,Upper middle income,8.888
Argentina,1978,Latin America & Caribbean,Upper middle income,8.832
Argentina,1979,Latin America & Caribbean,Upper middle income,8.762
Argentina,1980,Latin America & Caribbean,Upper middle income,8.685
Argentina,1981,Latin America & Caribbean,Upper middle income,8.609
Argentina,1982,Latin America & Caribbean,Upper middle income,8.542
Argentina,1983,Latin America & Caribbean,Upper middle income,8.488
Argentina,1984,Latin America & Caribbean,Upper middle income,8.45
Argentina,1985,Latin America & Caribbean,Upper middle income,8.423
Argentina,1986,Latin America & Caribbean,Upper middle income,8.403
Argentina,1987,Latin America & Caribbean,Upper middle income,8.382
Argentina,1988,Latin America & Caribbean,Upper middle income,8.355
Argentina,1989,Latin America & Caribbean,Upper middle income,8.318
Argentina,1990,Latin America & Caribbean,Upper middle income,8.271
Argentina,1991,Latin America & Caribbean,Upper middle income,8.216
Argentina,1992,Latin America & Caribbean,Upper middle income,8.155
Argentina,1993,Latin America & Caribbean,Upper middle income,8.093
Argentina,1994,Latin America & Caribbean,Upper middle income,8.032
Argentina,1995,Latin America & Caribbean,Upper middle income,7.976
Argentina,1996,Latin America & Caribbean,Upper middle income,7.927
Argentina,1997,Latin America & Caribbean,Upper middle income,7.886
Argentina,1998,Latin America & Caribbean,Upper middle income,7.854
Argentina,1999,Latin America & Caribbean,Upper middle income,7.83
Argentina,2000,Latin America & Caribbean,Upper middle income,7.813
Argentina,2001,Latin America & Caribbean,Upper middle income,7.801
Argentina,2002,Latin America & Caribbean,Upper middle income,7.792
Argentina,2003,Latin America & Caribbean,Upper middle income,7.783
Argentina,2004,Latin America & Caribbean,Upper middle income,7.774
Argentina,2005,Latin America & Caribbean,Upper middle income,7.763
Argentina,2006,Latin America & Caribbean,Upper middle income,7.753
Argentina,2007,Latin America & Caribbean,Upper middle income,7.744
Argentina,2008,Latin America & Caribbean,Upper middle income,7.738
Argentina,2009,Latin America & Caribbean,Upper middle income,7.732
Argentina,2010,Latin America & Caribbean,Upper middle income,7.728
Argentina,2011,Latin America & Caribbean,Upper middle income,7.724
Argentina,2012,Latin America & Caribbean,Upper middle income,7.72
Argentina,2013,Latin America & Caribbean,Upper middle income,7.713
Armenia,1960,Europe & Central Asia,Lower middle income,9.518
Armenia,1961,Europe & Central Asia,Lower middle income,9.171
Armenia,1962,Europe & Central Asia,Lower middle income,8.805
Armenia,1963,Europe & Central Asia,Lower middle income,8.424
Armenia,1964,Europe & Central Asia,Lower middle income,8.035
Armenia,1965,Europe & Central Asia,Lower middle income,7.649
Armenia,1966,Europe & Central Asia,Lower middle income,7.282
Armenia,1967,Europe & Central Asia,Lower middle income,6.946
Armenia,1968,Europe & Central Asia,Lower middle income,6.653
Armenia,1969,Europe & Central Asia,Lower middle income,6.41
Armenia,1970,Europe & Central Asia,Lower middle income,6.224
Armenia,1971,Europe & Central Asia,Lower middle income,6.098
Armenia,1972,Europe & Central Asia,Lower middle income,6.024
Armenia,1973,Europe & Central Asia,Lower middle income,5.991
Armenia,1974,Europe & Central Asia,Lower middle income,5.993
Armenia,1975,Europe & Central Asia,Lower middle income,6.017
Armenia,1976,Europe & Central Asia,Lower middle income,6.05
Armenia,1977,Europe & Central Asia,Lower middle income,6.084
Armenia,1978,Europe & Central Asia,Lower middle income,6.118
Armenia,1979,Europe & Central Asia,Lower middle income,6.153
Armenia,1980,Europe & Central Asia,Lower middle income,6.201
Armenia,1981,Europe & Central Asia,Lower middle income,6.284
Armenia,1982,Europe & Central Asia,Lower middle income,6.415
Armenia,1983,Europe & Central Asia,Lower middle income,6.6
Armenia,1984,Europe & Central Asia,Lower middle income,6.835
Armenia,1985,Europe & Central Asia,Lower middle income,7.11
Armenia,1986,Europe & Central Asia,Lower middle income,7.411
Armenia,1987,Europe & Central Asia,Lower middle income,7.714
Armenia,1988,Europe & Central Asia,Lower middle income,7.998
Armenia,1989,Europe & Central Asia,Lower middle income,8.249
Armenia,1990,Europe & Central Asia,Lower middle income,8.453
Armenia,1991,Europe & Central Asia,Lower middle income,8.604
Armenia,1992,Europe & Central Asia,Lower middle income,8.706
Armenia,1993,Europe & Central Asia,Lower middle income,8.766
Armenia,1994,Europe & Central Asia,Lower middle income,8.787
Armenia,1995,Europe & Central Asia,Lower middle income,8.773
Armenia,1996,Europe & Central Asia,Lower middle income,8.731
Armenia,1997,Europe & Central Asia,Lower middle income,8.671
Armenia,1998,Europe & Central Asia,Lower middle income,8.602
Armenia,1999,Europe & Central Asia,Lower middle income,8.534
Armenia,2000,Europe & Central Asia,Lower middle income,8.476
Armenia,2001,Europe & Central Asia,Lower middle income,8.435
Armenia,2002,Europe & Central Asia,Lower middle income,8.412
Armenia,2003,Europe & Central Asia,Lower middle income,8.406
Armenia,2004,Europe & Central Asia,Lower middle income,8.417
Armenia,2005,Europe & Central Asia,Lower middle income,8.443
Armenia,2006,Europe & Central Asia,Lower middle income,8.477
Armenia,2007,Europe & Central Asia,Lower middle income,8.514
Armenia,2008,Europe & Central Asia,Lower middle income,8.549
Armenia,2009,Europe & Central Asia,Lower middle income,8.58
Armenia,2010,Europe & Central Asia,Lower middle income,8.611
Armenia,2011,Europe & Central Asia,Lower middle income,8.644
Armenia,2012,Europe & Central Asia,Lower middle income,8.685
Armenia,2013,Europe & Central Asia,Lower middle income,8.737
Aruba,1960,Latin America & Caribbean,High income: nonOECD,6.389
Aruba,1961,Latin America & Caribbean,High income: nonOECD,6.243
Aruba,1962,Latin America & Caribbean,High income: nonOECD,6.12
Aruba,1963,Latin America & Caribbean,High income: nonOECD,6.015
Aruba,1964,Latin America & Caribbean,High income: nonOECD,5.922
Aruba,1965,Latin America & Caribbean,High income: nonOECD,5.841
Aruba,1966,Latin America & Caribbean,High income: nonOECD,5.771
Aruba,1967,Latin America & Caribbean,High income: nonOECD,5.717
Aruba,1968,Latin America & Caribbean,High income: nonOECD,5.682
Aruba,1969,Latin America & Caribbean,High income: nonOECD,5.666
Aruba,1970,Latin America & Caribbean,High income: nonOECD,5.671
Aruba,1971,Latin America & Caribbean,High income: nonOECD,5.698
Aruba,1972,Latin America & Caribbean,High income: nonOECD,5.746
Aruba,1973,Latin America & Caribbean,High income: nonOECD,5.812
Aruba,1974,Latin America & Caribbean,High income: nonOECD,5.892
Aruba,1975,Latin America & Caribbean,High income: nonOECD,5.981
Aruba,1976,Latin America & Caribbean,High income: nonOECD,6.07
Aruba,1977,Latin America & Caribbean,High income: nonOECD,6.157
Aruba,1978,Latin America & Caribbean,High income: nonOECD,6.237
Aruba,1979,Latin America & Caribbean,High income: nonOECD,6.309
Aruba,1980,Latin America & Caribbean,High income: nonOECD,6.376
Aruba,1981,Latin America & Caribbean,High income: nonOECD,6.445
Aruba,1982,Latin America & Caribbean,High income: nonOECD,6.519
Aruba,1983,Latin America & Caribbean,High income: nonOECD,6.603
Aruba,1984,Latin America & Caribbean,High income: nonOECD,6.694
Aruba,1985,Latin America & Caribbean,High income: nonOECD,6.786
Aruba,1986,Latin America & Caribbean,High income: nonOECD,6.874
Aruba,1987,Latin America & Caribbean,High income: nonOECD,6.949
Aruba,1988,Latin America & Caribbean,High income: nonOECD,7.007
Aruba,1989,Latin America & Caribbean,High income: nonOECD,7.045
Aruba,1990,Latin America & Caribbean,High income: nonOECD,7.061
Aruba,1991,Latin America & Caribbean,High income: nonOECD,7.057
Aruba,1992,Latin America & Caribbean,High income: nonOECD,7.037
Aruba,1993,Latin America & Caribbean,High income: nonOECD,7.007
Aruba,1994,Latin America & Caribbean,High income: nonOECD,6.975
Aruba,1995,Latin America & Caribbean,High income: nonOECD,6.944
Aruba,1996,Latin America & Caribbean,High income: nonOECD,6.922
Aruba,1997,Latin America & Caribbean,High income: nonOECD,6.911
Aruba,1998,Latin America & Caribbean,High income: nonOECD,6.914
Aruba,1999,Latin America & Caribbean,High income: nonOECD,6.934
Aruba,2000,Latin America & Caribbean,High income: nonOECD,6.97
Aruba,2001,Latin America & Caribbean,High income: nonOECD,7.02
Aruba,2002,Latin America & Caribbean,High income: nonOECD,7.08
Aruba,2003,Latin America & Caribbean,High income: nonOECD,7.147
Aruba,2004,Latin America & Caribbean,High income: nonOECD,7.222
Aruba,2005,Latin America & Caribbean,High income: nonOECD,7.305
Aruba,2006,Latin America & Caribbean,High income: nonOECD,7.4
Aruba,2007,Latin America & Caribbean,High income: nonOECD,7.508
Aruba,2008,Latin America & Caribbean,High income: nonOECD,7.629
Aruba,2009,Latin America & Caribbean,High income: nonOECD,7.763
Aruba,2010,Latin America & Caribbean,High income: nonOECD,7.906
Aruba,2011,Latin America & Caribbean,High income: nonOECD,8.055
Aruba,2012,Latin America & Caribbean,High income: nonOECD,8.207
Aruba,2013,Latin America & Caribbean,High income: nonOECD,8.359
Australia,1960,East Asia & Pacific,High income: OECD,8.6
Australia,1961,East Asia & Pacific,High income: OECD,8.5
Australia,1962,East Asia & Pacific,High income: OECD,8.7
Australia,1963,East Asia & Pacific,High income: OECD,8.7
Australia,1964,East Asia & Pacific,High income: OECD,9
Australia,1965,East Asia & Pacific,High income: OECD,8.8
Australia,1966,East Asia & Pacific,High income: OECD,8.9
Australia,1967,East Asia & Pacific,High income: OECD,8.7
Australia,1968,East Asia & Pacific,High income: OECD,9.1
Australia,1969,East Asia & Pacific,High income: OECD,8.7
Australia,1970,East Asia & Pacific,High income: OECD,9
Australia,1971,East Asia & Pacific,High income: OECD,8.6
Australia,1972,East Asia & Pacific,High income: OECD,8.3
Australia,1973,East Asia & Pacific,High income: OECD,8.3
Australia,1974,East Asia & Pacific,High income: OECD,8.4
Australia,1975,East Asia & Pacific,High income: OECD,7.8
Australia,1976,East Asia & Pacific,High income: OECD,8
Australia,1977,East Asia & Pacific,High income: OECD,7.6
Australia,1978,East Asia & Pacific,High income: OECD,7.5
Australia,1979,East Asia & Pacific,High income: OECD,7.3
Australia,1980,East Asia & Pacific,High income: OECD,7.3
Australia,1981,East Asia & Pacific,High income: OECD,7.3
Australia,1982,East Asia & Pacific,High income: OECD,7.5
Australia,1983,East Asia & Pacific,High income: OECD,7.3
Australia,1984,East Asia & Pacific,High income: OECD,7.1
Australia,1985,East Asia & Pacific,High income: OECD,6.6
Australia,1986,East Asia & Pacific,High income: OECD,7.3
Australia,1987,East Asia & Pacific,High income: OECD,7.5
Australia,1988,East Asia & Pacific,High income: OECD,7.2
Australia,1989,East Asia & Pacific,High income: OECD,7.3
Australia,1990,East Asia & Pacific,High income: OECD,7
Australia,1991,East Asia & Pacific,High income: OECD,6.9
Australia,1992,East Asia & Pacific,High income: OECD,7.1
Australia,1993,East Asia & Pacific,High income: OECD,6.9
Australia,1994,East Asia & Pacific,High income: OECD,7.1
Australia,1995,East Asia & Pacific,High income: OECD,6.9
Australia,1996,East Asia & Pacific,High income: OECD,7
Australia,1997,East Asia & Pacific,High income: OECD,7
